%TITLE%
 KHUM   240728/1900

   LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
 339.58,    8813.36,     -24.61,     -28.61,     171.99,      45.17
 338.37,    8839.34,     -24.90,     -28.79,     171.48,      45.04
 337.03,    8868.06,     -25.18,     -28.89,     170.73,      44.79
 335.68,    8897.17,     -25.69,     -28.75,     171.49,      44.43
 333.55,    8943.42,     -26.01,     -28.72,     171.92,      44.25
 331.80,    8981.31,     -26.30,     -28.87,     172.61,      44.36
 330.24,    9015.40,     -26.62,     -29.04,     171.82,      43.99
 328.70,    9049.09,     -26.89,     -28.76,     171.48,      44.25
 327.20,    9082.19,     -27.24,     -28.87,     170.92,      44.11
 325.67,    9115.89,     -27.61,     -29.10,     170.14,      43.94
 324.32,    9145.79,     -27.87,     -28.96,     169.71,      43.77
 323.10,    9172.71,     -28.04,     -28.98,     168.94,      43.51
 321.82,    9201.22,     -28.31,     -29.32,     168.44,      43.47
 320.50,    9230.72,     -28.58,     -29.33,     168.41,      43.47
 319.29,    9257.84,     -28.80,     -29.57,     168.03,      43.59
 318.09,    9284.75,     -29.02,     -30.22,     167.98,      43.60
 317.03,    9308.67,     -29.11,     -30.21,     168.28,      43.72
 315.91,    9333.79,     -29.26,     -30.53,     168.41,      44.04
 314.81,    9358.91,     -29.38,     -31.05,     168.99,      44.37
 313.77,    9382.44,     -29.43,     -31.82,     169.32,      44.81
 312.73,    9406.01,     -29.58,     -32.53,     169.54,      44.92
 311.72,    9429.28,     -29.73,     -32.19,     169.50,      44.82
 310.74,    9451.61,     -29.91,     -32.72,     169.17,      44.63
 309.75,    9474.34,     -30.06,     -32.75,     168.91,      44.27
 308.79,    9496.51,     -30.22,     -33.12,     168.32,      43.94
 307.85,    9518.19,     -30.30,     -32.88,     168.14,      43.67
 306.98,    9538.13,     -30.38,     -33.97,     167.82,      43.29
 306.08,    9559.06,     -30.45,     -34.16,     167.71,      43.25
 305.15,    9580.62,     -30.60,     -33.77,     167.95,      43.45
 304.31,    9600.32,     -30.73,     -34.89,     167.69,      43.42
 303.38,    9622.05,     -30.85,     -34.90,     167.57,      43.54
 302.43,    9644.18,     -31.06,     -35.47,     167.41,      43.39
 301.49,    9666.30,     -31.21,     -35.15,     167.18,      42.91
 300.53,    9689.03,     -31.31,     -35.96,     167.39,      42.76
 299.58,    9711.35,     -31.46,     -36.13,     167.69,      42.55
 298.55,    9735.67,     -31.65,     -36.76,     167.67,      42.33
 297.58,    9758.80,     -31.87,     -37.12,     167.86,      42.41
 296.54,    9783.51,     -32.11,     -37.48,     167.64,      42.38
 295.50,    9808.23,     -32.27,     -38.03,     167.54,      42.36
 294.56,    9830.75,     -32.51,     -37.72,     167.58,      42.47
 293.57,    9854.47,     -32.72,     -37.91,     167.64,      42.51
 292.55,    9878.79,     -32.97,     -38.35,     167.97,      42.31
 291.44,    9905.70,     -33.21,     -38.99,     168.24,      42.24
 290.37,    9931.41,     -33.43,     -39.37,     168.74,      41.91
 289.28,    9957.75,     -33.70,     -39.77,     169.10,      41.94
 288.25,    9982.79,     -33.99,     -40.11,     169.28,      42.33
 287.09,   10011.10,     -34.17,     -40.77,     169.75,      43.30
 285.88,   10040.44,     -34.38,     -41.07,     170.52,      44.92
 284.69,   10069.57,     -34.65,     -41.23,     171.26,      46.19
 283.58,   10096.94,     -34.82,     -42.27,     172.02,      47.28
 282.47,   10124.32,     -34.98,     -42.73,     172.53,      47.78
 281.36,   10151.69,     -35.15,     -43.19,     172.53,      47.78
 280.26,   10179.07,     -35.32,     -43.67,     172.57,      47.91
 279.16,   10206.44,     -35.48,     -43.95,     172.55,      48.15
 278.06,   10233.77,     -35.72,     -44.17,     172.91,      48.39
 276.84,   10264.40,     -35.98,     -44.40,     173.10,      48.65
 275.67,   10293.76,     -36.25,     -45.10,     173.42,      48.98
 274.53,   10322.42,     -36.52,     -45.51,     173.45,      49.29
 273.39,   10351.35,     -36.83,     -45.69,     173.30,      49.66
 272.18,   10381.96,     -37.08,     -45.54,     173.05,      50.02
 270.97,   10412.74,     -37.36,     -45.98,     172.63,      50.15
 269.80,   10442.63,     -37.65,     -45.97,     172.53,      50.36
%END%
